Row_Id,Order Date,Year,Month,Ship Date,Delivery Time,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
7822,10/22/2013,2013,Oct,10/25/2013,3,Second Class,Giulietta Weimer,Consumer,,Jackson,Tennessee,South,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",$111.67 ,9,20.00%,$6.98 
7823,8/26/2011,2011,Aug,9/1/2011,6,Standard Class,Paul Prost,Home Office,,Newark,Delaware,East,Office Supplies,Art,Newell 340,$8.64 ,3,0.00%,$2.51 
7824,8/26/2011,2011,Aug,9/1/2011,6,Standard Class,Paul Prost,Home Office,,Newark,Delaware,East,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,$149.97 ,3,0.00%,$52.49 
7825,5/16/2011,2011,May,5/23/2011,7,Standard Class,Pauline Webber,Corporate,,Los Angeles,California,West,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",$232.88 ,5,20.00%,$17.47 
7826,2/3/2012,2012,Feb,2/7/2012,4,Standard Class,Pauline Webber,Corporate,,Rome,New York,East,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",$90.88 ,1,10.00%,$15.15 
7827,11/1/2014,2014,Nov,11/6/2014,5,Standard Class,Craig Yedwab,Corporate,,Chicago,Illinois,Central,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,$508.77 ,4,20.00%,$38.16 
7828,11/1/2014,2014,Nov,11/6/2014,5,Standard Class,Craig Yedwab,Corporate,,Chicago,Illinois,Central,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",$9.91 ,3,20.00%,$3.22 
7829,4/26/2012,2012,Apr,5/1/2012,5,Standard Class,Bart Watters,Corporate,,San Diego,California,West,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,$63.94 ,3,20.00%,$6.39 
7830,4/26/2012,2012,Apr,5/1/2012,5,Standard Class,Bart Watters,Corporate,,San Diego,California,West,Office Supplies,Art,Newell 345,$59.52 ,3,0.00%,$15.48 
7831,4/26/2012,2012,Apr,5/1/2012,5,Standard Class,Bart Watters,Corporate,,San Diego,California,West,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,$311.98 ,3,20.00%,$39.00 
7832,4/26/2012,2012,Apr,5/1/2012,5,Standard Class,Bart Watters,Corporate,,San Diego,California,West,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,$50.35 ,3,20.00%,$17.62 
7833,5/10/2013,2013,May,5/14/2013,4,Standard Class,Mick Brown,Consumer,,Houston,Texas,Central,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$19.14 ,2,20.00%,$1.91 
7834,1/24/2012,2012,Jan,1/28/2012,4,Standard Class,Cyra Reiten,Home Office,,West Palm Beach,Florida,South,Office Supplies,Art,Crayola Colored Pencils,$13.12 ,5,20.00%,$2.13 
7835,4/13/2012,2012,Apr,4/17/2012,4,Second Class,Eugene Barchas,Consumer,,Los Angeles,California,West,Furniture,Tables,Iceberg OfficeWorks 42" Round Tables,$241.57 ,2,20.00%,($15.10)
7836,4/13/2012,2012,Apr,4/17/2012,4,Second Class,Eugene Barchas,Consumer,,Los Angeles,California,West,Technology,Phones,Polycom CX600 IP Phone VoIP phone,$479.92 ,2,20.00%,$41.99 
7837,9/25/2012,2012,Sep,9/30/2012,5,Standard Class,Sally Hughsby,Corporate,,Seattle,Washington,West,Furniture,Chairs,Global Super Steno Chair,$307.14 ,4,20.00%,($11.52)
7838,9/25/2012,2012,Sep,9/30/2012,5,Standard Class,Sally Hughsby,Corporate,,Seattle,Washington,West,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",$12.60 ,2,0.00%,$5.80 
7839,9/25/2012,2012,Sep,9/30/2012,5,Standard Class,Sally Hughsby,Corporate,,Seattle,Washington,West,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,$159.98 ,2,0.00%,$57.59 
7840,3/28/2011,2011,Mar,4/2/2011,5,Standard Class,Christina VanderZanden,Consumer,,Des Moines,Iowa,Central,Office Supplies,Envelopes,Poly String Tie Envelopes,$6.12 ,3,0.00%,$2.88 
7841,3/28/2011,2011,Mar,4/2/2011,5,Standard Class,Christina VanderZanden,Consumer,,Des Moines,Iowa,Central,Furniture,Tables,Hon 94000 Series Round Tables,"$1,184.72 ",4,0.00%,$106.62 
7842,7/18/2013,2013,Jul,7/23/2013,5,Standard Class,Annie Thurman,Consumer,,New York City,New York,East,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,$45.96 ,2,0.00%,$13.79 
7843,4/19/2011,2011,Apr,4/23/2011,4,Second Class,Allen Goldenen,Consumer,,Arlington,Virginia,South,Office Supplies,Binders,GBC Durable Plastic Covers,$58.05 ,3,0.00%,$26.70 
7844,4/19/2011,2011,Apr,4/23/2011,4,Second Class,Allen Goldenen,Consumer,,Arlington,Virginia,South,Office Supplies,Paper,Xerox 232,$71.28 ,11,0.00%,$34.21 
7845,7/22/2014,2014,Jul,7/26/2014,4,Standard Class,Gene McClure,Consumer,,Pharr,Texas,Central,Furniture,Tables,Hon 61000 Series Interactive Training Tables,$124.40 ,4,30.00%,($21.33)
7846,9/27/2012,2012,Sep,10/2/2012,5,Standard Class,Jamie Kunitz,Consumer,,Arlington,Virginia,South,Office Supplies,Paper,Xerox 1988,$154.90 ,5,0.00%,$69.71 
7847,9/27/2012,2012,Sep,10/2/2012,5,Standard Class,Jamie Kunitz,Consumer,,Arlington,Virginia,South,Technology,Phones,Cisco SPA301,"$1,871.88 ",12,0.00%,$561.56 
7848,2/27/2013,2013,Feb,3/3/2013,4,Standard Class,Don Weiss,Consumer,,Houston,Texas,Central,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,$16.19 ,2,60.00%,($6.88)
7849,5/3/2013,2013,May,5/7/2013,4,Standard Class,Adam Shillingsburg,Consumer,,Irving,Texas,Central,Office Supplies,Storage,Akro Stacking Bins,$18.94 ,3,20.00%,($3.79)
7850,5/3/2013,2013,May,5/7/2013,4,Standard Class,Adam Shillingsburg,Consumer,,Irving,Texas,Central,Office Supplies,Storage,Sterilite Show Offs Storage Containers,$12.67 ,3,20.00%,($3.17)
7851,5/3/2013,2013,May,5/7/2013,4,Standard Class,Adam Shillingsburg,Consumer,,Irving,Texas,Central,Office Supplies,Labels,Avery 502,$5.04 ,2,20.00%,$1.76 
7852,12/9/2011,2011,Dec,12/15/2011,6,Standard Class,Thomas Seio,Corporate,,Chicago,Illinois,Central,Office Supplies,Paper,Astroparche Fine Business Paper,$8.45 ,2,20.00%,$2.96 
7853,12/9/2011,2011,Dec,12/15/2011,6,Standard Class,Thomas Seio,Corporate,,Chicago,Illinois,Central,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,$20.39 ,2,80.00%,($53.01)
7854,12/25/2012,2012,Dec,12/29/2012,4,Standard Class,Sean Miller,Home Office,,Los Angeles,California,West,Office Supplies,Paper,Xerox 1949,$9.96 ,2,0.00%,$4.88 
7855,12/8/2014,2014,Dec,12/13/2014,5,Standard Class,Brosina Hoffman,Consumer,,Hattiesburg,Mississippi,South,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",$320.64 ,4,0.00%,$89.78 
7856,12/8/2014,2014,Dec,12/13/2014,5,Standard Class,Brosina Hoffman,Consumer,,Hattiesburg,Mississippi,South,Technology,Accessories,Memorex Micro Travel Drive 8 GB,$52.00 ,4,0.00%,$23.40 
7857,5/30/2011,2011,May,6/1/2011,2,First Class,Laurel Workman,Corporate,,New York City,New York,East,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",$25.58 ,2,20.00%,$8.95 
7858,5/30/2011,2011,May,6/1/2011,2,First Class,Laurel Workman,Corporate,,New York City,New York,East,Technology,Phones,Geemarc AmpliPOWER60,$464.00 ,5,0.00%,$134.56 
7859,5/30/2011,2011,May,6/1/2011,2,First Class,Laurel Workman,Corporate,,New York City,New York,East,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,$235.95 ,3,0.00%,$77.86 
7860,5/30/2011,2011,May,6/1/2011,2,First Class,Laurel Workman,Corporate,,New York City,New York,East,Office Supplies,Paper,Xerox 1948,$39.96 ,4,0.00%,$17.98 
7861,3/3/2014,2014,Mar,3/7/2014,4,Standard Class,Joseph Airdo,Consumer,,Cuyahoga Falls,Ohio,East,Office Supplies,Binders,GBC VeloBind Cover Sets,$18.53 ,4,70.00%,($12.35)
7862,10/12/2012,2012,Oct,10/17/2012,5,Standard Class,Kelly Andreada,Consumer,,Seattle,Washington,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$17.90 ,2,0.00%,$3.40 
7863,10/12/2012,2012,Oct,10/17/2012,5,Standard Class,Kelly Andreada,Consumer,,Seattle,Washington,West,Office Supplies,Storage,Contico 72"H Heavy-Duty Storage System,$81.96 ,2,0.00%,$0.00 
7864,7/14/2012,2012,Jul,7/19/2012,5,Second Class,Toby Gnade,Consumer,,Mesa,Arizona,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,$272.74 ,3,20.00%,($64.77)
7865,7/14/2012,2012,Jul,7/19/2012,5,Second Class,Toby Gnade,Consumer,,Mesa,Arizona,West,Office Supplies,Paper,Xerox 1899,$18.50 ,4,20.00%,$6.70 
7866,7/14/2012,2012,Jul,7/19/2012,5,Second Class,Toby Gnade,Consumer,,Mesa,Arizona,West,Furniture,Chairs,SAFCO Arco Folding Chair,$441.92 ,2,20.00%,$49.72 
7867,7/14/2012,2012,Jul,7/19/2012,5,Second Class,Toby Gnade,Consumer,,Mesa,Arizona,West,Furniture,Bookcases,"Hon Metal Bookcases, Black",$127.76 ,6,70.00%,($191.65)
7868,11/19/2011,2011,Nov,11/24/2011,5,Second Class,Dennis Bolton,Home Office,,Salt Lake City,Utah,West,Office Supplies,Paper,Xerox 1888,$166.44 ,3,0.00%,$79.89 
7869,5/28/2013,2013,May,6/3/2013,6,Standard Class,Lynn Smith,Consumer,,Los Angeles,California,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",$13.38 ,2,0.00%,$6.15 
7870,7/4/2014,2014,Jul,7/10/2014,6,Standard Class,Michael Oakman,Consumer,,Jacksonville,North Carolina,South,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,$24.00 ,2,20.00%,($2.70)
7871,9/26/2014,2014,Sep,9/30/2014,4,Standard Class,Carol Adams,Corporate,,Lakewood,Ohio,East,Office Supplies,Envelopes,Security-Tint Envelopes,$24.45 ,4,20.00%,$8.86 
7872,10/4/2013,2013,Oct,10/8/2013,4,Standard Class,Daniel Byrd,Home Office,,Lake Forest,California,West,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,$6.16 ,2,0.00%,$2.96 
7873,10/4/2013,2013,Oct,10/8/2013,4,Standard Class,Daniel Byrd,Home Office,,Lake Forest,California,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,$915.14 ,4,20.00%,$102.95 
7874,10/4/2013,2013,Oct,10/8/2013,4,Standard Class,Daniel Byrd,Home Office,,Lake Forest,California,West,Office Supplies,Paper,Xerox 1900,$8.56 ,2,0.00%,$3.85 
7875,10/4/2013,2013,Oct,10/8/2013,4,Standard Class,Daniel Byrd,Home Office,,Lake Forest,California,West,Office Supplies,Paper,Xerox 1891,$97.82 ,2,0.00%,$45.98 
7876,9/10/2014,2014,Sep,9/16/2014,6,Standard Class,Damala Kotsonis,Corporate,,Portland,Oregon,West,Office Supplies,Paper,Xerox 1930,$31.10 ,6,20.00%,$11.28 
7877,9/10/2014,2014,Sep,9/16/2014,6,Standard Class,Damala Kotsonis,Corporate,,Portland,Oregon,West,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,$11.18 ,1,20.00%,$0.84 
7878,3/12/2012,2012,Mar,3/18/2012,6,Standard Class,Evan Bailliet,Consumer,,Charlotte,North Carolina,South,Office Supplies,Labels,Avery 518,$5.04 ,2,20.00%,$1.76 
7879,11/30/2013,2013,Nov,12/5/2013,5,Second Class,Daniel Raglin,Home Office,,Aurora,Illinois,Central,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",$242.18 ,4,60.00%,($302.72)
7880,6/15/2013,2013,Jun,6/22/2013,7,Standard Class,Jim Sink,Corporate,,Philadelphia,Pennsylvania,East,Furniture,Tables,Global Adaptabilities Conference Tables,$337.18 ,2,40.00%,($118.01)
7881,12/4/2014,2014,Dec,12/7/2014,3,Second Class,Lena Cacioppo,Consumer,,Thornton,Colorado,West,Office Supplies,Art,Newell 344,$13.34 ,6,20.00%,$1.00 
7882,12/4/2014,2014,Dec,12/7/2014,3,Second Class,Lena Cacioppo,Consumer,,Thornton,Colorado,West,Technology,Accessories,Memorex Micro Travel Drive 16 GB,$76.75 ,6,20.00%,$10.55 
7883,12/4/2014,2014,Dec,12/7/2014,3,Second Class,Lena Cacioppo,Consumer,,Thornton,Colorado,West,Technology,Accessories,Memorex Micro Travel Drive 16 GB,$102.34 ,8,20.00%,$14.07 
7884,12/4/2014,2014,Dec,12/7/2014,3,Second Class,Lena Cacioppo,Consumer,,Thornton,Colorado,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",$10.32 ,2,20.00%,$3.74 
7885,12/4/2014,2014,Dec,12/7/2014,3,Second Class,Lena Cacioppo,Consumer,,Thornton,Colorado,West,Office Supplies,Supplies,Elite 5" Scissors,$47.32 ,7,20.00%,$5.92 
7886,12/4/2014,2014,Dec,12/7/2014,3,Second Class,Lena Cacioppo,Consumer,,Thornton,Colorado,West,Furniture,Furnishings,Staples,$23.38 ,3,20.00%,$7.01 
7887,12/4/2014,2014,Dec,12/7/2014,3,Second Class,Lena Cacioppo,Consumer,,Thornton,Colorado,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",$16.72 ,5,20.00%,$3.34 
7888,12/4/2014,2014,Dec,12/7/2014,3,Second Class,Lena Cacioppo,Consumer,,Thornton,Colorado,West,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,$16.19 ,1,20.00%,$4.66 
7889,8/17/2013,2013,Aug,8/23/2013,6,Standard Class,Jeremy Pistek,Consumer,,Davis,California,West,Office Supplies,Paper,Xerox 1931,$32.40 ,5,0.00%,$15.55 
7890,12/26/2013,2013,Dec,12/30/2013,4,Standard Class,Trudy Schmidt,Consumer,,Fayetteville,Arkansas,South,Office Supplies,Art,Newell 327,$19.89 ,9,0.00%,$5.37 
7891,12/26/2013,2013,Dec,12/30/2013,4,Standard Class,Trudy Schmidt,Consumer,,Fayetteville,Arkansas,South,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,$399.98 ,2,0.00%,$171.99 
7892,12/26/2013,2013,Dec,12/30/2013,4,Standard Class,Trudy Schmidt,Consumer,,Fayetteville,Arkansas,South,Furniture,Furnishings,Howard Miller 13-1/2" Diameter Rosebrook Wall Clock,$343.85 ,5,0.00%,$137.54 
7893,12/26/2013,2013,Dec,12/30/2013,4,Standard Class,Trudy Schmidt,Consumer,,Fayetteville,Arkansas,South,Office Supplies,Paper,Xerox 1906,$106.32 ,3,0.00%,$49.97 
7894,7/24/2014,2014,Jul,7/31/2014,7,Standard Class,Nathan Mautz,Home Office,,New York City,New York,East,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,$13.92 ,3,20.00%,$4.35 
7895,6/22/2014,2014,Jun,6/26/2014,4,Standard Class,Eugene Hildebrand,Home Office,,Wheeling,West Virginia,East,Office Supplies,Binders,Ibico Standard Transparent Covers,$82.40 ,5,0.00%,$40.38 
7896,6/22/2014,2014,Jun,6/26/2014,4,Standard Class,Eugene Hildebrand,Home Office,,Wheeling,West Virginia,East,Office Supplies,Binders,Zipper Ring Binder Pockets,$6.24 ,2,0.00%,$3.06 
7897,6/22/2014,2014,Jun,6/26/2014,4,Standard Class,Eugene Hildebrand,Home Office,,Wheeling,West Virginia,East,Office Supplies,Paper,Xerox 1908,$447.84 ,8,0.00%,$219.44 
7898,8/14/2014,2014,Aug,8/19/2014,5,Standard Class,Dan Campbell,Consumer,,Memphis,Tennessee,South,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,$272.05 ,7,20.00%,$30.61 
7899,8/14/2014,2014,Aug,8/19/2014,5,Standard Class,Dan Campbell,Consumer,,Memphis,Tennessee,South,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"$1,614.58 ",6,70.00%,"($1,237.85)"
7900,8/14/2014,2014,Aug,8/19/2014,5,Standard Class,Dan Campbell,Consumer,,Memphis,Tennessee,South,Office Supplies,Fasteners,Staples,$24.32 ,5,20.00%,$9.12 
7901,8/14/2014,2014,Aug,8/19/2014,5,Standard Class,Dan Campbell,Consumer,,Memphis,Tennessee,South,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,$1.58 ,2,20.00%,$0.48 
7902,8/14/2014,2014,Aug,8/19/2014,5,Standard Class,Dan Campbell,Consumer,,Memphis,Tennessee,South,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,$31.98 ,1,20.00%,$0.00 
7903,8/14/2014,2014,Aug,8/19/2014,5,Standard Class,Dan Campbell,Consumer,,Memphis,Tennessee,South,Office Supplies,Envelopes,Colored Envelopes,$14.76 ,5,20.00%,$4.80 
7904,8/14/2014,2014,Aug,8/19/2014,5,Standard Class,Dan Campbell,Consumer,,Memphis,Tennessee,South,Furniture,Chairs,Hon Olson Stacker Chairs,$423.65 ,2,20.00%,$47.66 
7905,11/7/2012,2012,Nov,11/13/2012,6,Standard Class,Doug O'Connell,Consumer,,Houston,Texas,Central,Office Supplies,Paper,Xerox 1886,$76.64 ,2,20.00%,$26.82 
7906,10/15/2012,2012,Oct,10/22/2012,7,Standard Class,Lindsay Shagiari,Home Office,,Dallas,Texas,Central,Office Supplies,Envelopes,Staples,$4.46 ,1,20.00%,$1.67 
7907,10/15/2012,2012,Oct,10/22/2012,7,Standard Class,Lindsay Shagiari,Home Office,,Dallas,Texas,Central,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,$3.96 ,10,80.00%,($6.93)
7908,7/31/2013,2013,Jul,8/3/2013,3,First Class,Rob Williams,Corporate,,San Francisco,California,West,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,$715.64 ,2,0.00%,$178.91 
7909,12/4/2013,2013,Dec,12/8/2013,4,Standard Class,Roger Demir,Consumer,,Morgan Hill,California,West,Furniture,Tables,Hon 4060 Series Tables,$268.70 ,3,20.00%,$6.72 
7910,12/4/2013,2013,Dec,12/8/2013,4,Standard Class,Roger Demir,Consumer,,Morgan Hill,California,West,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,$21.92 ,8,0.00%,$5.92 
7911,12/4/2013,2013,Dec,12/8/2013,4,Standard Class,Roger Demir,Consumer,,Morgan Hill,California,West,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,$48.72 ,3,0.00%,$7.31 
7912,12/4/2013,2013,Dec,12/8/2013,4,Standard Class,Roger Demir,Consumer,,Morgan Hill,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$205.67 ,2,15.00%,($12.10)
7913,4/29/2013,2013,Apr,5/1/2013,2,Second Class,Rob Beeghly,Consumer,,Saint Charles,Illinois,Central,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",$30.34 ,2,60.00%,($31.86)
7914,8/26/2014,2014,Aug,8/28/2014,2,First Class,Joe Elijah,Consumer,,Cleveland,Ohio,East,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",$25.70 ,2,20.00%,$1.93 
7915,6/18/2014,2014,Jun,6/22/2014,4,Standard Class,Steven Roelle,Home Office,,New York City,New York,East,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,"$3,404.50 ",5,0.00%,"$1,668.21 "
7916,6/18/2014,2014,Jun,6/22/2014,4,Standard Class,Steven Roelle,Home Office,,New York City,New York,East,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,$101.34 ,3,0.00%,$8.11 
7917,11/20/2012,2012,Nov,11/24/2012,4,Standard Class,Phillina Ober,Home Office,,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",$344.37 ,4,30.00%,($93.47)
7918,9/5/2014,2014,Sep,9/9/2014,4,Second Class,Julie Kriz,Home Office,,Garland,Texas,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",$30.38 ,1,20.00%,$3.80 
7919,7/4/2012,2012,Jul,7/8/2012,4,Second Class,Julie Prescott,Home Office,,San Diego,California,West,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,$22.85 ,2,20.00%,$7.43 
7920,9/16/2014,2014,Sep,9/22/2014,6,Standard Class,Dean percer,Home Office,,Waterbury,Connecticut,East,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$38.62 ,2,0.00%,$10.81 
7921,9/16/2014,2014,Sep,9/22/2014,6,Standard Class,Dean percer,Home Office,,Waterbury,Connecticut,East,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,$59.98 ,2,0.00%,$10.80 
7922,3/14/2014,2014,Mar,3/18/2014,4,Standard Class,Joy Bell-,Consumer,,Columbia,Maryland,East,Office Supplies,Binders,Avery Arch Ring Binders,$174.30 ,3,0.00%,$81.92 
7923,9/25/2014,2014,Sep,9/30/2014,5,Standard Class,Paul Prost,Home Office,,Hollywood,Florida,South,Technology,Phones,Vtech CS6719,$383.96 ,5,20.00%,$38.40 
7924,9/25/2014,2014,Sep,9/30/2014,5,Standard Class,Paul Prost,Home Office,,Hollywood,Florida,South,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,$15.57 ,3,70.00%,($11.42)
7925,8/14/2013,2013,Aug,8/17/2013,3,First Class,Roy Französisch,Consumer,,Springfield,Virginia,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,$22.32 ,4,0.00%,$10.71 
7926,8/14/2013,2013,Aug,8/17/2013,3,First Class,Roy Französisch,Consumer,,Springfield,Virginia,South,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,$103.60 ,7,0.00%,$51.80 
7927,11/21/2014,2014,Nov,11/25/2014,4,Second Class,Katharine Harms,Corporate,,New York City,New York,East,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,$2.97 ,3,0.00%,$1.34 
7928,11/21/2014,2014,Nov,11/25/2014,4,Second Class,Katharine Harms,Corporate,,New York City,New York,East,Technology,Phones,Apple iPhone 5S,$569.99 ,1,0.00%,$171.00 
7929,11/21/2014,2014,Nov,11/25/2014,4,Second Class,Katharine Harms,Corporate,,New York City,New York,East,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,$50.97 ,3,0.00%,$9.17 
7930,7/26/2014,2014,Jul,7/28/2014,2,First Class,Evan Minnotte,Home Office,,Dallas,Texas,Central,Furniture,Tables,Safco Drafting Table,$298.12 ,6,30.00%,($4.26)
7931,3/26/2013,2013,Mar,3/28/2013,2,Second Class,Damala Kotsonis,Corporate,,New York City,New York,East,Office Supplies,Art,Newell 319,$59.52 ,3,0.00%,$17.86 
7932,7/16/2013,2013,Jul,7/21/2013,5,Standard Class,Mark Cousins,Corporate,,Portland,Oregon,West,Furniture,Chairs,Bevis Steel Folding Chairs,$230.28 ,3,20.00%,$23.03 
7933,7/16/2013,2013,Jul,7/21/2013,5,Standard Class,Mark Cousins,Corporate,,Portland,Oregon,West,Office Supplies,Paper,Xerox 1909,$105.52 ,5,20.00%,$34.29 
7934,8/18/2014,2014,Aug,8/25/2014,7,Standard Class,Rick Wilson,Corporate,,Brentwood,California,West,Office Supplies,Envelopes,Staples,$23.36 ,2,0.00%,$11.68 
7935,8/18/2014,2014,Aug,8/25/2014,7,Standard Class,Rick Wilson,Corporate,,Brentwood,California,West,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,$71.98 ,3,20.00%,$9.00 
7936,8/18/2014,2014,Aug,8/25/2014,7,Standard Class,Rick Wilson,Corporate,,Brentwood,California,West,Office Supplies,Paper,Xerox 1962,$8.56 ,2,0.00%,$3.85 
7937,8/18/2014,2014,Aug,8/25/2014,7,Standard Class,Rick Wilson,Corporate,,Brentwood,California,West,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",$13.92 ,3,20.00%,$4.87 
7938,8/18/2014,2014,Aug,8/25/2014,7,Standard Class,Rick Wilson,Corporate,,Brentwood,California,West,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,"$2,518.29 ",9,0.00%,$654.76 
7939,8/18/2014,2014,Aug,8/25/2014,7,Standard Class,Rick Wilson,Corporate,,Brentwood,California,West,Office Supplies,Storage,Standard Rollaway File with Lock,$540.57 ,3,0.00%,$140.55 
7940,8/18/2014,2014,Aug,8/25/2014,7,Standard Class,Rick Wilson,Corporate,,Brentwood,California,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,$221.06 ,8,20.00%,$77.37 
7941,12/15/2013,2013,Dec,12/18/2013,3,First Class,David Smith,Corporate,,San Diego,California,West,Furniture,Chairs,"Global Task Chair, Black",$81.42 ,2,20.00%,($9.16)
7942,12/15/2013,2013,Dec,12/18/2013,3,First Class,David Smith,Corporate,,San Diego,California,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",$134.80 ,10,0.00%,$35.05 
7943,12/26/2014,2014,Dec,1/2/2015,7,Standard Class,Guy Armstrong,Consumer,,Dallas,Texas,Central,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,$39.58 ,9,80.00%,($59.37)
7944,12/26/2014,2014,Dec,1/2/2015,7,Standard Class,Guy Armstrong,Consumer,,Dallas,Texas,Central,Office Supplies,Supplies,Staples,$44.69 ,7,20.00%,$5.03 
7945,12/26/2014,2014,Dec,1/2/2015,7,Standard Class,Guy Armstrong,Consumer,,Dallas,Texas,Central,Office Supplies,Art,Newell 34,$31.74 ,2,20.00%,$2.38 
7946,12/26/2014,2014,Dec,1/2/2015,7,Standard Class,Guy Armstrong,Consumer,,Dallas,Texas,Central,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$40.98 ,5,80.00%,($65.57)
7947,12/26/2014,2014,Dec,1/2/2015,7,Standard Class,Guy Armstrong,Consumer,,Dallas,Texas,Central,Office Supplies,Binders,Wilson Jones 1" Hanging DublLock Ring Binders,$3.17 ,3,80.00%,($5.07)
7948,3/1/2011,2011,Mar,3/5/2011,4,Standard Class,Shahid Collister,Consumer,,El Paso,Texas,Central,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,$18.84 ,5,20.00%,($3.53)
7949,3/1/2011,2011,Mar,3/5/2011,4,Standard Class,Shahid Collister,Consumer,,El Paso,Texas,Central,Furniture,Chairs,Harbour Creations Steel Folding Chair,$362.25 ,6,30.00%,$0.00 
7950,3/1/2011,2011,Mar,3/5/2011,4,Standard Class,Shahid Collister,Consumer,,El Paso,Texas,Central,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,$63.55 ,6,60.00%,($34.95)
